src,tgt
بلا ما تبع دكشي لي كايجيب ليه,without following his craziness
حيد عليه تليفون,take the phone away from him
أش درتي ف هاد الخطة,what did you do in this plan
كانتسنّا الواليد يجي,i'm waiting for my dad to arrive
خاصك تمشي عند طبيب,you need to go to a doctor
باش ماعندكش,so it wont hurt you
شريو شيكلاط و كيك,they bought chocolate and cake
علاش مابغيتيش تعيش بوحدك,Why don't you want to live independantly
باش نكون صريح,To be honest
كنت خايفة عليك بزاف,I was so scared for you
مانضنش غادي تبدل الفراش,I dont think he will change the bed
هتا صامت,be quiet
بلا ما تبرزني,don't make me angry
كانشربها مورا ل طبيب,i drink it after i see doc
حلقت شعري,i shaved my hair
عمرك جربتي تشرح ليا لمشروع ديالك,Have you tried explain your project
و أن وقتنا معا غادي يجي ملي كنا صغيرين باش نتمتعوه,And that our time together would come when we were still young enough to enjoy it
تشتاقك,i miss you
علاش مابغيتيش تسكب ليك الما,Why don't you want to pour water
خاف من سيدك,be afraid of your master
مابغيتيش تدوز لمحل,You don't want to go to the mall
كنا كينا ماسكات ديال كوفيد,we were masks for covid
هادشي بحال,this is similaire
راه فيها شي ليكتشافات لي جتا لخرين,it incorporates some recent discoveries
هادشي مقصود,this is destined
كانتسنّا فيك ت عاود ليا فلوسي,I'm waiting for you to give me back my money
أنا ساكن,i'm full
كايجيبو بزاف ديال بلاد,too many countries are shared
ولا فطيرة ديال التماخة باش تخلص؟,Or a blackberry pie to finish?
آه,Yes
نشوفك غدا!,See you tomorrow!
كايفيق بكري,i wake up early
ماكايخلّصش شي حاجة,he doesnt make things up
سير المدرسة,go school
كايتلاعبو فيك,they manipulate you 
درت البيض,i made eggs
خاصنا نخرجو من هاد الأزمة,we need to get out of this crisis
و كون آمن,and be safe
بزاف,many
أش وقع ليك؟,what happened to you?
خصوصا فالعمر ديالنا!,Especially at our ages!
نتا كاتسدّني,you are driving me crazy
خاصني نخرج بكري فالصباح,i need to hit the road early in the morning
بلا ما تخبي عليا,without hiding from me
هادشي لي كانقدر نستبقيه,this what i could save up
مالك فضولي,why are you curious
غادي يكون لينا امتحان، إيلا هادشي لي كاتقصد، سيمانة جاية الخميس,"We will have an exam, if that is what you mean, next week on Thursday"
راه جينا حناجينا حوايج,we brought clothes
واش نتا مزيان,are you good you
سير سكت,go and be quiet
"تسنّا, غادي نتفرج ف شنطتي","Wait, I'll look in my bag"
ناسّ ماكيعجبهمش العرس.,People are disliking weddings.
كان عندي من صغار.,I've had it since I was little.
ديما في الوقت,you are always in time
غادي يجي لينا هاد المشكل,he will bringthis problem
عطيتيه وقت,you gave him time
مابغيتيش تصير بحال هاد الراجل ديال الأعمال,You don't want to become like this businessman
كانبني دار و كانكريها,i build a house and i rent it
كانسمع البكاء,i hear  crying
مابقيتش باغي نشري ليك شي هدية,i will not buy you a gift
ماعرفتش أش وقع,i dont know what happened
قلت ليها,I have told her
بزاف ديال الناس كايديرو العرا,many people do prostitution
جربتها,I tried it
كايهدرو بزاف,they speak flashy
غادي يخرج ليكسلو لفلوس,he will go to withdraw money
راجل,husband
فين كاين الصيدلية,where is the pharmacie
متكبر,arrogant
شريت بزاف ديال الحوايج,i bought many clothes
نقدرو نتجدرو اجتماع.,We could schedule a meeting.
واش غير كنت تلعب معايا هاد الوقت كامل؟,Have you just been playing with me all this time?
مابغيتيش ت دير هاد النهج,You don't want to do this approach
كايعجبني نقاشو لعبور و لعبور,i enjoy solving puzzles and riddles
آه,yes
أنا غادي نخرج لحبل ديال لكلب,i will get the dog's cord
"إم, على الأرجح لا","Erm, probably not"
كاندير غادي يدرسو بلي هو متعلّق و غادي يبدو يندمّو ليه لفلوس,I think they know it's stuck and will start winching it down to the floor below soon
كايعجبو يلعب مع الكلاب,He loves to play with dogs
تانفكر نجمع الباراج كل نهار,Imagine i collect garage everyday
ماتكملش دوك شي حاجة,dont eat fat
راه غادي يجي,its wll pe
تا حاجة ماكتر من كاس كبير ديال البيرة فصيف,nothing beats a big glass of beer in summer
البلانت كايخلص ب نقدية باش يخلص من كارت,the shopper paid with cash to avoid credit card fees
أنا من الفيس,im from fes
مشات بوحدها,she went alone
كايخسرو غير القراية,they only gossip
مابقيتش قادر ن تحمّل هادشي,i cant bear this
بلا ماتعطيها العرق!,Don't sweat it!
عندي لستة,i've got a list
ماشي غلطك عندك أحلام غريبة,It's not your fault you have strange dreams
كايغني بوحدو,he sings by herself
أنا غادي نڭوليك أش كاتدير,i will tell you what to do
أش غادي يحصل فالمتحان؟,What's going to happen on the exam?
مزيانة هي خطتك,nice is your move
أوه كاتقصد خرج؟,Oh you mean go out?
زيد الخلّاف ف الملحة,add vinegar to salt
سير تصووت ف الانتخابات,go vote in the election
عطيني يد,gimme a hand
كانتسنّا فيك ت تفرج عليا,i'm waiting for you to kick me
الماكلة هنا خايبة!,The food here is terrible!
أنا غادي ندير شي تسوق,i will do groceries
كيعجبني نفسي بحال هكا,i like myself like this
كان كيسحاب ليا غادي يركز على تعليمو,i thought that he will focus on his education
ديما كاتعني,you always opress me
واخا، بصح، هاد البوتون الأحمر الكبير كايبان مزيان,"Well, indeed, this big red button looks good"
بديت نتعلم البرتغالي,I started learning portuguese
حط البلوسة,take off the blouse
درت شي جوج ديال المئات ديال دور اليوم,I've already done a couple of hundred laps today
ماكادبيش ولدي,dojnt lie my son
أش كايدير معايا,what his relationship with me 
إمتا غادي ت نقد شي واحد لي يستاهل نقايص,When will you criticize someone who deserves criticism?
ماتبقاش تخسرني,Don't mind me
أنا غادي نتصلّاك غدا فالصباح,I'll call you tomorrow morning
كون غير قدرت نستقال من خدمتي,if only i resigned from my job
كانعرف غير الفرنسية و الإنجليزية,i only know french and english
عمرك جربتي تشري دار فالبحر,Have you tried buy a house beach
أنا غادي ن توهّر هاد الموسيقي,i will insult this singer
قوليا لي كلمات لي كاتقولها,tell me true words
واش عرفتي شكون,do you know who
طابلة مستديرة,the table is round
علاش مابغيتيش ترتاح من سفر,Why don't you want to rest from traveling
واخا، صعيب نتحدّر مع الواليدة حيت هي 96 عامها و عمرها صمع,"Well, it's difficult to talk to my Mum as she's 96 and virtually deaf"
مانقدرش نستاهل,i can't risk it
كون غير قدرت ن بلاكو,if only i blocked him
مازال ما لقاش لخدمة,he didn't find work yet
كايهب بزّاف,he smokedtoo much
كانخدو بزاف ديال مرة!,I take it very often!
نسيت عليه,i forgot him
واش مشيتي?,Didn't you go?
غير خديها,just take it
كنت خفت عليك بزاف,i was so scared for you
راه حيد هاد الولد,this boy is dramatic
