src,tgt
هاتفي ماعنده ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال,my phone doesn't have arabic
عليك أن تعتني بنفسك,you need to take care of yourself
ظنّنّا أنّه سيرتكب جريمة.,i thought that he will commit a crime
واش تسافرين من اجل عملك ام سائحة؟,Do you travel for your work or a tourist?
أنا نسيت كل شي,i forgot everything
غادي غادي غادي نزيل فيس بوك,I'm going to uninstall facebook
غادي نخدم,go to work
و هي لم تعطنا,and she didn't give us
ماهو رقم الهاتف؟,what's the phone number
كانتسنّا فيك تدفّن نفسك,I'm waiting for you to warm yourself
راه راه بزّاف بزّاف بزّاف بزّاف,its good how much price
الصندوق يعتمد عليه,The box depends on it.
ما هي الأغنيات التي تستمتع بها و هي تطبخ؟,what songs do you enjoy listening to while cooking?
تبدو كخطة جيّدة,That sounds like a good plan
عليك أن تبدا بسؤالك عنه,you have to start by asking about it
كون غير قدرت نبغيك,if only I could invite you
خليني نجلب نباتات,Let me get plants
هادا هادشي نستمع لرقصة البوب ديال الإنجليزية,That's why I'm listening to the good English pop rock
مانضنشش غادي يغيّر الملابس,I dont think  he will perserve clothes
عيناي جرحتاها هاد الصباح,my eyes hurt this morning
مانضنش غادي نتمتع هاد العطله,I dont think i will enjoy this vacation
جدّي لا يتكلّم بزّاف,my grandpa doesnt talk much
هادشي راه ولا حاجة باش نتوقّف,is it good or i need to stop
أنا غادي ندافع عن هاد المباراه,i will defend this match
غادي تاين هادشي,boil water while you're there
هاد الرجل هادشي متوافق مع بنتي,this man is compatible with my daughter
راه فيك عمّاك,go to you uncle
كيف كنت بضنك تتقدّم بإختبار اختبار الرياضيات؟,How do you think you are getting on with your Maths exam revision?
علاش ذهبتي هناك,why you did go there
واش مابغيتي عليه,are you too sick
و العمل معاك على وجه الخصوص,"and working for you, in particular"
هادشي هاد الحكاية,this is sad what happened
ماعنديش شك,I have no doubt
واش ماتخيلو بزّاف,dont imagine too much
سيذبحون البقرة في حفل الزفاف,They will slaughter the cow at the wedding.
كان عليها أن تترك المستشفى,she needs to leave the hospital
واش معاك بزّاف,she's married
غادي نحسّك,i feel you
راه بزّاف بزّاف ديال ناس أشرار,the broker set meeting for bad people
أريد أن نبني قلاع رمل، و ناكل ليالي، نمشي في نزهة.,"I want to build sand castles, eat lollies, go on a hike."
هاداش بزّاف بزّاف هادشي,is there some profit in this
ناس تهتّم بشيّاء,people only care about buying
أنا غادي نصرخ هادشي الصياد,i will scream to this boys
ما هو الوقت الآن؟,What time is it now?
هاد المطعم قريب,this restaurant is close
عندي سؤال,i have a question
راه خايش,imagine
كانو خائبين في كل شي,they were wrong about everything
واش تضايق,dont bother
واش تا غادي نا نا نا هاديك,sorry i took your ear
كان يخوني,he is cheating on me
نعم، من الجيد أن تفعل شي غير مشاهدة التلفاز,"Yeah, it's good to do something other than watching TV"
غادي ننتظرك تشتغلي بزّاف جيّد,I'm waiting for you to work a good job
و هو حر!,And it's free!
بزّاف بزّاف ليا بزّاف,my fingerprints are dirty
كان نهار طويل,it was a long day
خليني نريه صور,Let me show him photos
بلا أن تدفع أكثر من السعر,without paying more than the price
هادي هاد الصباح,i came this morning
واشكون وحيد في بلاد غريبة,I'll be all alone in a strange country.
سيارتك جميلة,your car is beautiful
واش هاداك تحت ضغط,Basically you are under stress
المغاربة يأكلون كل جمعة,Moroccans eat couscous every Friday
خليني نخرج من الغرفة,Let me get out of the room
واش تبرد بزّاف,to cool down temperature
ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال,do medcin
كيف أنا غادي نستيقظ,how I'am gonna wake up
ماننتظرك تاخد ليك ولد,I'm waiting for you to make a baby
عطني كأسا من الماء,please give me glass of water
ديالنا ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديالك ديال ديال ديال ديال ديال ديال ديال,our project succeed
كنت نتاغي ليك,i was wating for you
تاخرت بزّاف بزّاف باش تخلّد الطفل,you are too late to save the child
هادشي بزّاف بزّاف,you're very smart
كانتسنّا فيك,i wait for you 
عندي حماة الحب,i have love fever
علاش علاش ديالك هاد,why did you do this
واين ذهبت؟,where she went
مابغيتيش تا بزّاف غادي,dont postpone your work for tomorrow
عاشو هناك و رسمو الناس,they lived there and painted people
كان فرحو الحشود خايف في الملعب,the crowd's cheers were imprssive throughout the stadium
ما هي أفضل فكرة لديك من أي وقت مضى للعمل؟,what is the best idea you have ever had for a business?
مابغيش تثرثر,she doesnt wanna talk
تليفونه غير صالح,his phone isnt working
مابغيتيش ديال ديال البلوزة,i dont want the old shirt
راه بزّاف بزّاف بزّاف,so eveyrhting go well
راه بزّاف منّي,he is taller than me
واش بدات بدرس,you started studying
هادشي هادشي,It's a blackboard
مالديه العديد من الاصدقاء,he doesnt have many friends
واش مابغيتيه؟,how much do you want?
من هاد؟,Who is that?
راه,hey 
مابغيتيش السيد جايمسون؟,Do you not like Mr Jameson?
مابغيتيش تضربي شاب,you should never hit a young person
بزّاف بزّاف,either way
ليا، نهاري كان ممتازا.,"Me, my day has been excellent."
ليا شرف ليا,it's my honor
مانعرف مانذهبو,i don't know where they go
فكّرت في مواجهته,I think of faceing him off
واش تحداك تزدّق علاقاتك,I dare you to tighten your relations
أنا ديال الكثير من المال,i borrow a lot of money
مانستطيع تاجير غسّلة و ندير بارّة؟,can I rent a room or book a bar?
تفكّر بزّاف,you think deeply
هادي حبي,hey my love
مانستطيع نتكلّم عليه كيف الموسيقى من تسعنيات ديال ديال ديما تكون الأفضل؟,can we talk about how music from the '90s will always be the best?
راه راه راه بزّاف,He feels much better
ابتاع لي البالونات لعيد ميلادي,buy me ballons for my birthday
غادي نقضى وقت ممتع,i went to have fun
مابغيتيش نديرها عليه,don't force it on him 
أو ماشي شي خاص، فقط روتين ماشيش يرضيك؟,"Or nothing special, just the routine that doesn't satisfy you?"
تجهزي لنفسك,prepare yourself
أين كنت تعمل؟,where are you working?
راه ديال ديالك,do your exercices
كنت تعرف ردة الفعل,you know the response
كانتسنّا بزّافك تاخدّله,I'm waiting for you to block him
ليا ديال ديال ليا,my hand gives me
عندي ديال ديال عالية,I have a high blood pressure
هادشي ماشي,nothing happens
هاد مشي,march
