src,tgt
i have nothing left,أولي شهال باقي ليا
Let's go to the top of the mountain and ask the wise man what he thinks we should do.,نمشيو نطلعو الفوق ديال جبل و نسولو الحكيم ديال الغابة أشنو بان ليه خاصنا نديرو.
i will not give up,مابقيتش باغي ن منح.
the problem is complicated,المشكل تعقد بزّاف
"Please, he was on the bus?",عفاك، كان قلب على طوبيس؟
I have it,عندي
why did you not finish your studies,علاش ماكملتيش قرايا؟
my grandpa died,جدّي مات
i'm sorry if my friend answered you,سمحلي والله إيلا صاحبي جاوبتك
I dont think i will take this approach again,ماندينش غادي نعتمد هاد المقاربة مرة أخرى
the bike works well,هاد البيل خدام مزيان
i brought you a good one,جبتليك واحد لهمزة
can you take me to the airport please?,ممكن توصليني عفاك المطار؟
Thank you for your time,شكران على وقتك
we could drink from both,إمكان لينا نشربو من جوج
without meeting him,بلا ما تقابل هبالو
give him the phone,هايدي ليه تليفون
what did you do with your plan,اشنو درتي ف داك البلان ديالك
i waited for my brother to come,بقيت كنتسنا فخويا و بابا يجيو
you need to go to the door,خاصك تمشي لشي تبيب
he will not be aware,باش مايبقاكس يدرك
"they bought flowers, chocolate and candies",مشاو شراو الورد و شكلاط و الحلوى
Why don't you want to live your life,علاش مابغيتيش تستقل و تعيش حياتك
to be clear,باش نكونو واضحين
you left me with you,خليتيني مخلوعة عليك
I dont think he will change his bed,مانضنش غادي يبدل الفراش
be calm,كون مهدّن
don't make me angry,ماتعسبنيش عفاك
the doctor took her,عادية عند الطبيبة ونتراها
i went to the salon,مشيت سالون ندير لا سير
Have you tried to explain this project,عمرك جربتي تفسّر لشي واحد هاد لمشروع لي مدير
And it will come to our time when we were still young to be a part of it,و غادي يجي وقتنا فاش كنّا مازال صغار باش نتبرعو بيه
i miss you,لمهم توهقتك
Why don't you want to pour water,علاش مابغيتيش تكوب ليه الما
i'm afraid of your boss,ماخاف غير من مولاك
You don't want to make money,مابغيتيش ترافق سحابل المال
we need to wear corona mask,ولفنا نلبسو ماسكات من كورونا
this is similar,هادشي كايتشابه
there are some new discoveries,فيها شي اكتشافات جديدة
this is not written,هادشي مكتاب الله
I'm waiting for you to give me back my money,كانتسنّا فيك ت رجّع ليا فلوسّي
i'm full,راه شبعت
too much is wrong,بزاف تاع دور مخاركين
Or a piece of apple pie to finish?,أولا شي فطيرة ديال تتوت باش نكملو؟
yes,آه
I'll see you tomorrow,نشوفك غدا
I wake up early in the morning,كانفيق مع الصباح بكري
he is not comfortable with his videos,راه ماكايتسنّعش لرحا فلڤيدوات ديالو
go to school,سير المدرسة تقرا
you are too late,عمرو ليك راسك
i made the eggs,طيبت البيض باش نفترو
we need to get out of this crisis,خاصنا نخرجوو من هاد الأزمة
take care of yourself,أوهني راسك
he is angry,عرّم
What happened to you?,شنو وقع ليك؟
Especially at your age!,خصوصا فلعمر ديالك!
i'm confused,راه باين ليا خاتحمقني
i need to get up early,قدا حسني نشد تريق صباح بكري
without hiding from me,بلا ما تخبّا مني
this is what i managed to collect,هادشي لي قدرت نجمع
why are you in my country,مالك فدولي
"We'll have an exam, if that's what you mean, next week on Thursday",غادي يكون عندنا امتحان، إيلا كان هادشي ليكاتقصد، سيمانة جاية نهار الخميس
we are full of clothes,عمرناه بخوايج
what are you wearing?,أش هادشي لابس نتا؟
go shut up,وا صاحبي سير وسكت
"Wait, I'll look in my bag",تسنا، غادي نقلب فالحقيبة ديالي
people hate weddings,كرهو الناس العرسات
i have it since i was young,هيا عندي مني كنت صغيرة
always in time,تبارك الله عليك ديما فلوقت
he will come and discuss with you,مزل يجي يجبد معاك موضوع
you gave him time,نتي عطيتيه الوقت
You don't want to set a goal,مابغيتيش تدير هدف أنك توصل لداك لبزناس
i built a house,بنيت واحد العمارة و كريتها كاملة
i hear a girl crying,كانسمع صوت سوت شي بنت كتبكي
i will not buy you a gift,مابقيتش باغي ن شري ليك كادو حيت مانتاش راجل
i don't know what happened in the world,ماعرت شنو واقع ف دنيا
i told her,راه ڭلتها ليها
people are not good,راه عرّام ديال ناسّ كايزنيو
try it,جربتو
they are too understanding,زايدة فيهوم الفهمة
he will go get the money,غادي يمشي يجبد الفلوس
why are you here,مول دار
where is the pharmacie,فين كاين الفرماسيان
feel for yourself,حس براسو
she brought us a lot of clothes,تقدينا بزّاف ديال لحوايج
We could have a meeting planned.,إمكان لينا نبلانيو شي جتماع.
Have you been playing with me all this time?,واش كنتي كاتلعب بيا هاد لوقت كامل?
You don't want to adopt that approach,مابغيتيش تعتمد ديك المقاربة.
I like to play with the harp and the harp,كايعجبني البزل والحجيات
i'm sorry,أوي ممكن سولي
i will tie the dog,أنا غادي نجرّ لحبل ديال لكلب
It's not possible,"إرم, محال"
I think he's broke and they're gonna start to hit him in the ground soon,كانضنّ أنّه مبلوكي و غايبداو إجرّوه للتحت من دابا شوية
he likes to play with dogs,كايعجبو يلعب معا ل كلاب
Imagine me gathering garbage all day and they're in that smell and they're getting tired,تخيل أنا لي كايجمعو زبل نهار كامل و هوما فهاديك ريحة لايصبرهم
dont eat too fast,ماتاكلوش بزربة
i will do good,غايشيت الخير
the machine is better than the summer beer,مكاين ماحسن من كاس ديال البيرة فصيف
the customer left the case so they could not give the bank a credit card,لكليان خلّص شاسه باش مايديوش ليها لبانكا شي دروب إيلا استعمل كارتا
I'm from Fass,أنا من فاس
she went alone,آه مشات غا بوحدها
they need to find a way,خاصهم غير إلقاو علاش إهدرو
i looked at him,عيني فيه و ماقدت عليه
dont be fooled,ماتخمّمش
i have a list,عندي واحد ليستا
it's not your fault you have bad dreams,ماشي الخطأ ديالك حيت عندك أحلام فشكل
she is just a fool,تخغاني غير بوحدها كلحمقة
i will tell you what to do,أنا غادي ن حدّد ليك أش خاصك دير
What will happen in the exam?,أش غايوقع فل امتحان?
now your turn,دابا جات نوبتك
Or is it my room to go out?,أو بيتي تقصد نخرجو؟
add vinegar to the mirror,زيد الخل على المراية
go vote in elections,سير سوت ف الانتخابات
give me your hand,عطيني يدك نعاونك
I'm waiting for you to kick me,كانتسنّا فيك ت ركلني
The food is very bad!,الماكلة عنا خايبة بزاف!
i will go to market,أنمشي ل سوق نتقدا
