tgt,src
بشحال كاتخلّص لويفي?,How much do you pay for Wi-Fi?
داكشي لاخور علينا حنايا,The other things are on us.
كانعيش فالمنيا,I live in Deustch.
دير غير مايترا باس,Do Ghir 
عمرك جربتي توقف دكشي لي كادير,Have you ever tried to stop what you do?
واش تقدر عافاك تغسل يديك مورا ماتقيس وجهك,Can you wash your hands after touching your face?
واش ماعرفتيهاش?,Don't you know it?
كايعجبك تمشي لحفلات؟,Do you like parties?
مابغيتيش تسلق ديك شجرة حيت باينة تقدر تيح,You don't want to climb the tree. Why?
ولاكن غادي ناخد كوكا.,But I'm gonna get a Coke.
شهال فيه ديال الهدرا,She does not speak to much.
آه، بزاف,"Very much, yes."
خرات واحد دار في جنان خاير,She boight a house
تهلا فراسك,How do I take care of myself?
كاين شي هد ماكايبغيش ولادو,Is there someone who doesn't like his children?
را هدكو لي عدي يدير,This is what he will do.
على أي حال، مزيان حيت شفتك، وغادي ندويو مرة أخرى فاش تدبر على العينات,"Lovely to see you again, and we'll speak again when you get the samples."
فوقاش آخر مرة شطيه,When was the last time you saw him?
باقى يدو داراه,His hand still hurts.
كون غير قدرت ن وقّف هاد لقاعدة لخايبة لي فيا,If only I could stop this bad habit of mine
أنا غادي نجبد الزر باش يقدك,I will bring the Lizar.
ياك بعدا ?,What isokey?
أنا عرفتي شحال تبعني,How much money do you have?
بغيت نشريها و نديرها ف فريڭو,I want to buy it and put it in the refrigerator. How do I do that?
ملي كان صغير تخلع عليه,He was abandoned when he was young.
مطابع واحد سيري,I am watching a TV show. What should I do?
كانتسنّا فيك ت تحلّا على هاد لعادات لي فيك,I'm waiting for you to forsake your habbit.
أستاد عفاك تقدر تعيط ليا الواليديا يجيو يديوني دارني راسي و من جبيلة و كانتقيا,Teacher call me parents please I'm sick
شي بلدان كياكلو ل مشاش,What countries eat cats?
لهلا إتاياح علينا شي بطل,Don't accuse me.
عمرك ت تزعل فهاد زعلولة را خطرسك,Why should I never swing?
هادو كاملين ماكانعرفهوم,I dont know them.
هنا!,Here!
بلا ما تبدا تلوى علينا هنا,Don't agree with him
ڭتليك ماتمشيش,I told you not to go.
ماديرش فبالك صافي سمحت ليك,Don't worry you will be forgiven!
الغا كلشي,He cancelled everything.
الخوف ركب فينا,Fear has taken hold of us.
أنا ماعرفش,I don't know
دور على ليسر و غادي تلقاه.,Turn left and you will find it.
أش ممكن تعاودي عفاك؟,Can you repeat please?
نتحداك ت الصحة هاد لوراقي كاملين فساعة,I dare you to correct Ewam papers.
راني كنت كان تجهلو,I igored him.
وهادشي غادي يكون شوية ماشي مناسب,And that would be a bit inappropriate.
للهادا ماقادا على صداع,This is night I dont want problems.
أناخود تصويرة لهاد المنظر زوين,I'm taking photos of this beautiful landscape.
أنا تالع فسانسور,I'm going on an elevator. What should I do?
شتيها وتقلبو ليك عينيك,You saw her. How did you see her?
وقيتة الخدمة هادي,When is the best time to work?
يالله سكتنا,shut up
ديال المعدة,Gastric
نتحداك ت سلق هاد الشجرة,I dare you to climb tree.
هادشي دمر اقتصاد الألماني، وساهم بشكل غير مباشر ف الحرب العالمية التانية,It ruined the German economy and indirectly led to World War II.
شنو كايديرو دابا؟,What are they doing now?
آه الفرقة ديالي لعبات مسيان,"Our team played really well, our coach said."
خليني نوجدد ديبلوم ديالي,How do I get a certificate?
علاش إنتاج الطوموبيلات ملوت بزاف؟,Why is producing cars so polluting?
كولكوم بحال بحال,Is everyone the same?
بقيت كانعوم نهار كامل فلا بيسين,i was swimming in the pol.
أنا كانفتاخر بيك,I'm praising him.
ماعمرني درت هادشي قبل,I've never done anything like this before. What should I do?
لكتاب راه قريب ل طبلا,The book is near the table.
دكشي لي كان و گاع سدق واعر دار شركة بين لمحل ديالهم و شركة,But he ends up making a collaboration.
دي الأسانسير للطابق واحد,The elevator moves to floor one.
كاين شي هد هنا؟,Is there someone here?
إيلا شت القضية حمادة عنقوليكم لعبو على سنتراج,Its not going well noww
غانحطّ دابا أ شاف,Now chef serving.
ڭوليا فين نلقاوها دابا,Where can I find it now?
هاي هاي على لحدقة ديالنا,Hai! Haii! hai! Our meticulous worker.
برد بردة,Cold during winters.
أنا مشتون بزاف بسباب ختفاء النحل,I'm very worried about the disappearance of bees.
تانفكّر واش ناكول تمّر.,Do you think about date?
كون غير قدرت ن علمك هاد لوحة,"If only I could teach your this language, what would it be?"
تعطلي بزّاف باش تستعرض ل ختراعات ديالك,Is it too late to invent something at the age of 30?
ماعنديش ورقة قديمة تل امتحان,I do have an old examination paper.
علاه نتي غادي تسكتي؟,Why will you shut up?
أش هادا?,What is this?
امتا بداوك هاد اعرض؟,When did you start taking this medication?
لايحد الباس,Can God intervene?
هادي هيا رجلة؟,Is she her husband?
فتر على خطرك,What is the best way to eat breakfast at peace?
عمرك تحدّد شي موعد و نتا ماعارفش واش خاتجي ليه,You should never select a RDV.
تانفكّر واش خمّلت دار ديك سيمانا,"If I could clean my house, what would I do?"
هاولو پي دي اف,Convert it to pdf
لمهم نهر تكون,To go with us
كانهس ب دوخة,Why do I feel dizzy all the time?
كون غير قدرت نسمعك هاد الأغنية.,"If only I sing this song, what will happen?"
خاصّك تفكّ منّو,You have to get rid of it.
وغالي العيد هاد العام,The sheep is expensive this Eid.
يالله رجعت من كنيسة.,I just came back from the forest.
دير براسك مكلخ,pretend as being stupid
نتحداك ت رعا هاد البهايم را تواحد ماقدر عليهوم,I dare you to elevate your cattle.
خليني نعاونك,Let me help you.
كايعرف يعزف ل پيانو,He can play the piano.
مابغيتيش ت تفي تيلفونك ملي كانكونو فعوتلا باش ترتاح,You don't want to turn off your phone when we're on vacation to relax.
مابغيتيش ترتكب شي جريمة,You don't want to commit a crime. Why?
مالك ماغمامضب؟,Why are you so impolite?
لي جبر حسّن من لعسل يلحسّو,What is better for you?
كون غير قدرت ن عدّل ل أوضاع,"If only I changed one thing, what would it be?"
تقادا ليا صابون,No more soap.
كانتسنّا فيك ت نتج هاد نوع ديال ديسّير,I'm waiting for you to produce this product.
الله يرحم بيها الوالدين,please.
فهموني عفاكم,What should I do to understand me?
نتي مابغاش ليا الخير,You don't want me good.
فاكسفها بيدياتر,"When they saw her, they were in complete darkness."
مانرتاحوش فهاد دار شوية,Why can't we rest in this house?
صباغ بالكريات بالبيض,Paint in white
عزيز عليّا النعس بزّاف,I like sleeping too much.
أنا أدونيس,I'm an adonis.
مازال ماڭلتي ليا شنو هيا خدمتك,Why didn't you tell me your job?
أوخايبة بزاف الهاديان,Too bad.
ماقدرتش نهز الڭفّة ديال تقدية,I cant carry the bag. What should I do?
جبتي معاك بزّاف ديال لعب,You brought too many games. What should you do?
ماغاديش نتشرتو عليكوم,We will not negotiate.
