tgt,src
كتاب ليه بلاد كبيرة,a book for a big country
واش غادي دجي غدا ولا لا؟,are you gonna do it tomorrow or not?
بلا ما تعطيه إيسوڭ بيكوم.,without what you give him
كيدوزتي نهارك,you made your day
مدة و أنا مكتاءب,a while I'm depressed
تشرب شي حاجة؟,Drink something?
راه داير البيكنيك,this is a bikini
غاندير شي كاريتا فراسي,I'm going to make a car
"صافي, دابا نحاول ناقشها بلا مانعيّق","Clear, we will try to discuss it without delay"
بلا ما تمشي ل كانادا,Don't go to Canada
نات ناشقة حتى دراتني الفتحة,I'm tired until the hole is open
إيلا ماكنتيش غادير هادشي ڭولها ليا نشوف شي هد أخور,"If you don't go this way, let me see something else"
مال ديما زربان,always a lot of money
خليني نخروج نتسارا,Let me go outside
واش ممكن لينا نصايدو حنا,can we sit down
غادي غير يخصنا نمشيو لجردة ب جوج گوارو و جوج كيسان,i will not go to the house
واش ديالك؟,is that what you're talking about?
أنا محتاج هاد الخدمة تبارمان باش تعاونني نخلص الكرا,i need this job to work together
كاتعرف الحوت تاهوا؟,do you know the whale is lost?
مازال ماجا تاواحد,i still don't have one
هاهوا طبيب جاي,there's Jay's doctor
فالحقيقة مافياش جوع بزاف,"Actually, it's not too hungry"
دابا راك وليتي مشغولة,you are busy
راك خليتيها أسيدي,"you left her, sir"
راجلك راه كايدربك,I'm gonna show you
تانفكّر واش تسوّرت مزيان,I'm thinking if I'm good
تعطلي بزّاف باش قلّب على أستاد,you are too late to turn against the master
والدي كايتعلم فنون القتال,my father learns martial arts
راه دوزت نهار صعيب,I've had a hard day
خرجات عليا هاد المدونة دزفت,i went to this blog
طلع غراد,there is a grad
كان كيسحاب ليا غادي تشويرني فداكشي,i thought that he will explain to me
ديماري تونوبيل,i'm sorry
من دابا لنس ساعة هانا عندك,why don't you forget your watch
المخيب كيستورد البترول,it's not good to import oil
داغيا كايتيهو الغراز,what do you think is good
"هي, كيداز نهار ديالك؟","Hey, how's your day?"
واش بغيتو سيدة طولد ف زنقة?,Is there a lady waiting in a hurry?
أنا ماعمرني شفتك هنا,I didn't see you here
علاش ماغاديش تعجبني,why i don't like
تا أنا كانعقل,i'm insane
هاد المشروع غادي يتماشى,This project will go well
"بل مناسبة, جا لوقت ديال لمريض الجاي ديالي.",It's a good time for my patient.
كانتسنّا فيك ت ستخرج دكشي لي طلبو منا التمرين,I'm waiting for you to take out something they asked us to do.
جابو شي أفلام جديد تفرجنا فيهوم,I'm looking for new movies
ماربيتي والو,you didn't raise him
بركت عادي شديت واحد الفيلم,i made a movie
شوفي دار عاد خالسي,my mom went back
واش نتي متلقا,are you well received
امتا هادشي؟,when is this?
كاندوّز بزّاف ديال لوقت كانلعب,I've been playing too much for a while
وسلتي الكازا,you took the casa
دروني عينيا,show me eyes
هادي مدة و هو ناعس,He's been sleeping for a while
كون على بال,be careful
ماكيعجبهاش طول ديالها,she doesn't like it all
وكاتحل عليا فمك,And you talk to me
نكمل هاد السيمانة,we will finish this
رحلو شحال هادا,he left like this
مانضنش غادي خرق دوك سيتات,i don't think i will break the list
حنا كانترزقو له مع المحسنين بحالك,if you want him with the good guys like you
أجي حيّد هاد لميكا,bring this to meka
تلفون ره خاصاع,the phone is full
غانجمعو فيها الكاديوتات دناس,they will gather the cadets
غادي نلعب الكارطة.,I'm gonna play the card.
أنا نهتا ليك في بيت ديالك خلي ليا بابا هاني جاي كنبدا 8 وكنخرج معا 5,I'm finishing you at your house
جيت وملقيتك,i came to meet you
مادام مالك كتبكي,as long as you have your books
خاصنا ندمنو بناتنا,we need to take our daughters
عندو فلملك شي ربعات ديالك,your movie has a quarter of yours
راه كمل لوقت لي عطاوه ليه فالحبس,he gave me time to lock him up
كترتي البزار,you made a lot of money
راه متعمد يعسبني,i'm sorry
متبقاش تقول تفو,you shouldn't say
بلا ما تمشي ل هاد السبيتار,Don't go to this place
علاش مابغيتيش تلع الفوق,Why don't you wanna eat up
كانفضّل تقاشر ديال لقطن,I'd prefer to catch a cotton meter
تعطلي بزّاف باش توڭفو عند حدّو,you are too late to ask him
من ديما و نتا هاكّا!,from now on!
نتحداك ت دبت هاد المهكل,I dare you to eat this food
ردّ لبال م2اه باينا فيه ولد لحرام,pay him a son of a bitch
كولها وتافكيرو,eat it and think about it
شكون غادي يعاونك,he will help you
سعي طويلف الحيوان,the animal's work
عندربو اليوم عومة نادية,i have a good day today
هاد شوفات ديالك ماعجبونيش,these are yours I dont like
ديري غي تليفون عادي,do a normal phone
"أيه, طبعا.","Yes, of course."
كتر من الراتب ديالي,my salary is too much
قبتاتو قيتي,you came to see me
ياله!,"Oh, my God!"
ديسير خفيف كايبان فكرة زوينة,it's a nice idea
واش عارفنا على هنا اليوم هنا,i didn't know we were here today
راه مانتيقي هادشي لي قلتي,you didn't want to tell me
خاصني شي قرعة ديال كوكا أولا شي حبة ديال سكر,i need a bottle of coke first i want sugar
ماغانتحاشموش معاكوم,you don't want to go with him
كون غير قدرت ن سد البيبان,if only i could close the door
قديما شوية,how long is it
شحال و أنا كانجرب نتيب ولكن كانتعدل على الكوزينة,"i'm trying to get ready, but i'm just waiting for the casket."
علاش مابغيتيش تنسق بين هاد الزوج جمعيوات باش يديرو شراكة,Why don't you want to coordinate between this husband
مايمكنش ناخد راحتي هنا!,i can't take my rest here!
إمكن مع شوية ديال الريحان إذن?,Maybe with a little fare then?
باش ماتخربقاش دنيا كولا واحد كان عندو رقم ديال دور,she didn't leave her room
على قبلي,before me
أوي واصلو,"Oi, go ahead"
علاش كدبتي على البوليس,why you lied to the police
غير شوية أسافي,other than me
اشناهيا اكتر وخنيا رومانسية سمعتيها؟,what's the most romantic thing you've ever heard?
دير الحفيظياتو ديالو,do your homework
زدنا تا ضهب و تكشط فدفوع,we're going to make a lot of payments
واش مشغول غدا؟,are you busy tomorrow?
كانتسنّا فيك حدا لمحلابا,I'm waiting for you
ولكن باقي كاينين بزاف ديال المكونات في هاد الجرعة,But the rest is too many ingredients in this dosage
عاود لينا شي قصة حشماتك,give us back the story of your dignity
